place,Lat,Long,December,September,OverallAverage,October,November,January,February,March,April
9774,28.66749579,77.12167388,139.5266955,27,27,,,,,,
9778,28.65149579,77.12167388,116.8109668,,270,,270,,,,
9779,28.64749579,77.12167388,94.0952381,38.55172414,95.21387176,136.48,147.6190476,185.9672131,55.73913043,52.5,50.75862069
9783,28.63149579,77.12167388,118.3333333,53,73.93333333,,,,125,37.33333333,36
9784,28.62749579,77.12167388,164.25,49.23809524,82.50332793,65.38095238,116.8666667,128.0909091,105.5,18.5,12.2
9786,28.61949579,77.12167388,150,,23,,,,,23,
9789,28.60749579,77.12167388,127.75,36.88888889,71.82555498,89.26086957,91.75,56.875,28.42857143,,
9792,28.59549579,77.12167388,85,31.8,40.25214286,51.875,60.28571429,,,47.8,9.5
9793,28.59149579,77.12167388,48.5,28,60.76190476,58,88.41666667,,157,41.75,3.666666667
9797,28.57549579,77.12167388,67.96551724,40.9,47.75094132,58.36363636,79.38888889,66.39534884,42.47619048,12.13333333,14.38461538
9798,28.57149579,77.12167388,84.74698795,43.23529412,51.56902009,67.43877551,91.0890411,62.56097561,34.87272727,17.57894737,11.02941176
9799,28.56749579,77.12167388,42,,42,,,,,,
9804,28.54749579,77.12167388,95.70588235,40,67.796318,62.06666667,91.35,90.66666667,74.24561404,53.05,35.28571429
9805,28.54349579,77.12167388,111.125,48.075,73.5475773,68.96825397,86.94339623,83.82608696,89.58928571,58.12359551,41.73
9869,28.76949579,77.12513798,120,,162.6698564,,260.1578947,,,65.18181818,
9886,28.70149579,77.12513798,123.7692308,45.7,84.71688667,70.66666667,175.7027027,95.625,98.11764706,39.92307692,28.23076923
9887,28.69749579,77.12513798,150,,73,73,,,,,
9892,28.67749579,77.12513798,160.1428571,47.54545455,100.4347944,119.6666667,161.8571429,79,144.5714286,55.90909091,34.78571429
9893,28.67349579,77.12513798,197.6666667,,175.8639119,133,227,207.6528926,114,,
9897,28.65749579,77.12513798,70,41.2,95.29455782,103.4285714,192,193.6,43.83333333,23,
9898,28.65349579,77.12513798,71.6,38.55555556,89.68966688,89.47368421,248.5,168.4,53.66666667,23.75,23.57142857
9899,28.64949579,77.12513798,124.0540541,32.18181818,88.18985996,108.2461538,142.2207792,166.9673203,63.984375,44.39215686,23.47222222
9900,28.64549579,77.12513798,153.5270271,39,83.02666667,149.8,,167,56.33333333,,3
9903,28.63349579,77.12513798,183,45.8125,86.13931052,66.55555556,146.375,142.5714286,56,40.8,8
9904,28.62949579,77.12513798,168.2727273,45.60465116,83.99813385,85.04545455,136.3076923,128,55.3,39,14.45454545
9910,28.60549579,77.12513798,118.5714286,37.52,62.96017858,77.44,115.6,68.3,19.25,66,1
9911,28.60149579,77.12513798,116.1666667,49.35714286,63.76113946,81.66666667,110.4,50,24.8,,13.9375
9912,28.59749579,77.12513798,114.5,39,62.91647692,68.96774194,81.65384615,90,54.27272727,41.375,13.5625
9919,28.56949579,77.12513798,75.38554217,39.23611111,47.9790859,60.9787234,74.96721311,65.45714286,37.29545455,19.5625,10.95
9920,28.56549579,77.12513798,92.73532429,,11,,,,,,11
9924,28.54949579,77.12513798,110.0851064,51.58823529,73.41277142,75.85981308,103.9361702,93.90322581,86.89473684,41.53488372,23.5
9925,28.54549579,77.12513798,114.1567164,53.89761092,82.33519629,80.54,111.7737226,111.0096154,80.18831169,59.98901099,47.12658228
9988,28.77149579,77.12860209,110,,47,,,,,47,
10005,28.70349579,77.12860209,104.6666667,43.6,69.51433758,83,128.2857143,82,42.73584906,44.65,27.17647059
10006,28.69949579,77.12860209,167,27,97,,,,,,
10008,28.69149579,77.12860209,157.0416667,,17,,,,,,17
10011,28.67949579,77.12860209,147.0833333,146,146,,,,,,
10012,28.67549579,77.12860209,137.125,68.11428571,90.87342406,97.33333333,145.5833333,125.7137931,75.25,46.61764706,31.25
10014,28.66749579,77.12860209,133,,31.25,,,,,22.5,40
10015,28.66349579,77.12860209,127.5,,121.8199405,127.6666667,,142.1130952,90,,
10016,28.65949579,77.12860209,64,51.22222222,60.61468254,87.66666667,42.4375,140.1,54.0625,24.42857143,21
10017,28.65549579,77.12860209,35,58,107.0833333,127,177,191.5,54,,
10018,28.65149579,77.12860209,103.0714286,37.57894737,89.75296476,150.0588235,167.2,94.69565217,77.4375,56.69565217,31.28571429
10020,28.64349579,77.12860209,150,,92.38333333,79.66666667,202,138,,20,22.25
10021,28.63949579,77.12860209,183,44.33333333,79.9125,57.8,94.5,122.5,89,19.5,28.66666667
10022,28.63549579,77.12860209,111.3,54.52380952,92.95750814,81.54054054,145.9393939,145.6111111,153.3428571,30.88235294,20.52
10030,28.60349579,77.12860209,114,38.875,65.64788488,48.66666667,63,74,70.66019417,50.33333333,
10031,28.59949579,77.12860209,110,42,63.85436508,73.35714286,83.77777778,125,33.2,38.5,5
10032,28.59549579,77.12860209,80,,61.66666667,82,72,31,,,
10039,28.56749579,77.12860209,68.82539683,37.8030303,45.25245249,57.7265625,72.22727273,58.50909091,40.44067797,16.08333333,10.40425532
10043,28.55149579,77.12860209,93.75,88.98830409,68.16961229,74.28571429,97.37681159,84.48,63.75555556,30.65384615,12.06666667
10044,28.54749579,77.12860209,95.75,38.1,66.83958333,70,112.5,66,86.16666667,31.2,35
10045,28.54349579,77.12860209,104.7853881,58.14110429,85.95240572,48.1686747,99.47311828,107.9705882,146.8142857,73.19631902,49.06976744
10046,28.53949579,77.12860209,117.3333333,67.07142857,77.14434523,91,95.5,86.25,52,68.33333333,39.66666667
10109,28.76949579,77.13206619,137.5416667,,177.75,,286.5,,,69,
10125,28.70549579,77.13206619,157.75,50.28571429,105.8327561,102.5555556,181.8,183.4666667,92.58333333,51.36363636,26.85714286
10126,28.70149579,77.13206619,136.8333333,,137.8333334,127,,148.6666667,,,
10127,28.69749579,77.13206619,115.9166667,,155.3333333,153,,239,74,,
10130,28.68549579,77.13206619,95,,95,,,,,,
10132,28.67749579,77.13206619,121.2758621,,43,,,,,,43
10133,28.67349579,77.13206619,147.5517241,64.79411765,106.9002713,96.57894737,211.6666667,152.8666667,90.125,58.28571429,33.33333333
10135,28.66549579,77.13206619,116,68.0625,102.6518818,104.5833333,231.0784314,207.3157895,59.05,23,12.125
10136,28.66149579,77.13206619,28,54,36.75,40,,,25,,
10138,28.65349579,77.13206619,109.1428571,30.72727273,87.62513479,110.9333333,169.2222222,113.7272727,80.5,60.10526316,26.64285714
10140,28.64549579,77.13206619,107.0714286,,284,,284,,,,
10142,28.63749579,77.13206619,105,52.37931034,70.78037767,61.08333333,113,119.8,,25,19.2
10143,28.63349579,77.13206619,109,41.09090909,53.17164502,52.8,,50,57,39.33333333,22.97727273
10144,28.62949579,77.13206619,186.5,45.2,55.4682266,53.75,78,80,83,29.82758621,18.5
10145,28.62549579,77.13206619,264,42,103.9444445,37,,216.6666667,41,,23
10151,28.60149579,77.13206619,220,,44.5,40,,,,49,
10152,28.59749579,77.13206619,120.7142857,44.9,59.25302234,74.96969697,88.82352941,71.8,28.9,36.66666667,7.25
10159,28.56949579,77.13206619,70.45652174,46.4469697,45.72028473,51.03571429,74.31034483,62.5,34.93939394,16.83333333,9.24
10160,28.56549579,77.13206619,66,46.82608696,48.9086586,61.81818182,62,62,48.125,28.5,16
10161,28.56149579,77.13206619,95.4,42.86956522,68.84676244,64.34375,98.29411765,90.2,77,59,23.66666667
10162,28.55749579,77.13206619,87.78125,52.85294118,61.11248646,58.82608696,95.61111111,84.53333333,62.2173913,29.77777778,17.3
10163,28.55349579,77.13206619,95.63636364,47.38983051,66.76579592,76.6,95.13636364,105.8571429,82.44,16,15.06666667
10166,28.54149579,77.13206619,107.8571429,61.46875,85.05271878,75.25,113.8181818,106,100.6842105,66.91489362,48.42857143
10167,28.53749579,77.13206619,148,54.89473684,85.9417819,98.5,85.44444444,111.5,81.71428571,63.34285714,44.13793103
10228,28.77149579,77.13553029,144,,271.8,,271.8,,,,
10243,28.71149579,77.13553029,140.9090909,65.52631579,103.2460925,87.83333333,176.2,184.375,87.125,56,28
10244,28.70749579,77.13553029,132.6363636,58.53846154,88.61391316,97.25,153.8,101.3333333,86.5,44.54545455,34.30769231
10245,28.70349579,77.13553029,126,,84,,,84,,,
10246,28.69949579,77.13553029,112,46,96.86666666,110.3333333,,110,106,,
10247,28.69549579,77.13553029,102,44.5,86.61666666,98,,124.3333333,64.25,,
10248,28.69149579,77.13553029,96,,120.2916667,,,134.875,130,,
10249,28.68749579,77.13553029,99,,75.7,,,166.8,35,,2
10250,28.68349579,77.13553029,94,33.5,73.51388889,73.33333333,,141,91.25,,8
10252,28.67549579,77.13553029,163.0465116,76.62,127.3123444,133.1428571,230.6,247.8024691,70.75,64.22580645,32.31111111
10253,28.67149579,77.13553029,190,,62,62,,,,62,
10254,28.66749579,77.13553029,221.0909091,50.36842105,111.8629106,125.0367647,205.7903226,166.1186441,55.78787879,38.4,32.31034483
10256,28.65949579,77.13553029,160,,49,,,,49,,
10257,28.65549579,77.13553029,90,31.83333333,85.53778503,115.52,175.0769231,112.6666667,60.625,62.9375,35.64285714
10258,28.65149579,77.13553029,108.9142857,,205,,,,,205,
10260,28.64349579,77.13553029,127.8285714,48.6,78.81112065,32.39795918,282.3909774,,,14,16.66666667
10261,28.63949579,77.13553029,146.7428572,41.83333333,89.51296296,61.3,172.4444444,219,,31.5,11
10264,28.62749579,77.13553029,165.6571429,47.93333333,53.89820391,49.30769231,97.625,69.25,46.47619048,44.53521127,22.16
10265,28.62349579,77.13553029,184.5714286,40.33333333,98.74156747,75.25,186.6666667,155,91,28.33333333,28.77777778
10266,28.61949579,77.13553029,138,36.14285714,95.00198412,147.9285714,130.3333333,169.5,71.66666667,31,35.44444444
10267,28.61549579,77.13553029,150.5,39,121.6398284,58.25,175,381.2352941,116,25.33333333,27.8
10268,28.61149579,77.13553029,115,,125.6666667,,,235,,,27
10269,28.60749579,77.13553029,123.1666667,,43.5,,74,,13,,
10270,28.60349579,77.13553029,131.3333333,,32.66666667,11.66666667,69,,17.33333333,,
10272,28.59549579,77.13553029,139.5,39.3,64.64342803,74.48,96.625,91.5,30.90909091,37.5,7.333333333
10278,28.57149579,77.13553029,88.80645161,43.23966942,55.28105722,65.3525641,89.01149425,71.93589744,48.75,22.45238095,12.7
10279,28.56749579,77.13553029,123.3011364,40.35344828,66.87286884,74.1557377,100.7848101,82.64705882,65.62222222,36.42622951,11.69230769
10280,28.56349579,77.13553029,86.29032258,46.08823529,61.19273144,71.66666667,90.8125,78.7,68.33333333,33.42857143,14.22222222
10281,28.55949579,77.13553029,94.73333333,41.60869565,61.39665504,74.55172414,130.5128205,68,62.1,16.16666667,3.5
10286,28.53949579,77.13553029,89,46.52941176,76.02697879,92.85714286,95.35,85.5,101.0909091,57.54054054,40.34782609
10361,28.72149579,77.13899439,148.3333333,61,92.62864583,88.4,158.0625,102.3333333,115.2,47,20.7
10362,28.71749579,77.13899439,92,53.55555556,78.07670454,87,133.7272727,117,72.63636364,39.77777778,28.91666667
10363,28.71349579,77.13899439,96.39655172,59,88.95920932,96.27272727,173.4615385,151.1428571,61.1,36,38.3
10364,28.70949579,77.13899439,85.26436781,,78,,,,,78,
10370,28.68549579,77.13899439,74.13218391,43.5,73.92857142,75.33333333,,137.6428571,109.5,,3.666666667
10372,28.67749579,77.13899439,63,65.2,87.32959184,121.3333333,,131.8571429,118.75,83.66666667,27.5
10373,28.67349579,77.13899439,167.2405063,55.89247312,113.7635882,112.984127,203.3611111,176.4337748,114.4787645,48,31.71794872
10374,28.66949579,77.13899439,218.2715232,51.35714286,139.7450806,101.5882353,192.6363636,278.6070039,207.1714286,49.57894737,18.75
10375,28.66549579,77.13899439,109.75,61.91666667,62.18125625,65.625,59.0989011,,,44.03030303,32.66666667
10376,28.66149579,77.13899439,95.54166667,48,75.75,103.5,,,,,
10377,28.65749579,77.13899439,81.33333333,31.83333333,76.11498397,87,153.875,108.0833333,53.66666667,67.66666667,25.46153846
10378,28.65349579,77.13899439,95.5,71,100.9,116.3333333,,150.5,153.6666667,,13
10380,28.64549579,77.13899439,109.6666667,46.6,69.77828283,85.22222222,134.0909091,,,,13.2
10381,28.64149579,77.13899439,123.8333333,,317,,317,,,,
10383,28.63349579,77.13899439,138,48.16666667,74.47217069,68.21428571,82.83333333,118,54,,12.09090909
10384,28.62949579,77.13899439,124.25,26.1,22.35833333,21,,,24.33333333,,18
10386,28.62149579,77.13899439,110.5,,10,,,,,,10
10387,28.61749579,77.13899439,96.75,39,39,,,,,,
10388,28.61349579,77.13899439,83,39.33333333,105.65625,114.25,237,262,41,39,29.66666667
10389,28.60949579,77.13899439,111,38,60.6875,73.16666667,45.5,100,63.5,25,29.33333333
10390,28.60549579,77.13899439,111,30,21,12,,,,,
10391,28.60149579,77.13899439,111,,33,33,,,,,
10392,28.59749579,77.13899439,111,32.33333333,58.25090488,86.81481481,98.90909091,68.2,31.25,31,6.5
10398,28.57349579,77.13899439,90.45,50.38686131,59.01331811,69.57894737,84.63,85.75471698,61.09722222,19.01960784,11.18918919
10407,28.53749579,77.13899439,123.3,51.06666667,97.24620445,137.6666667,113.6956522,149.4666667,105.8,63.94594595,33.02803738
10466,28.77949579,77.14245849,282,,282,,,,,,
10467,28.77549579,77.14245849,207.75,,207.75,,,,,,
10468,28.77149579,77.14245849,225.5882353,,257.127451,,288.6666667,,,,
10469,28.76749579,77.14245849,261,,261,,,,,,
10479,28.72749579,77.14245849,129.5,69.4,122.0005208,299.6875,172.3,115.6666667,123,40.25,26.2
10480,28.72349579,77.14245849,117.6666667,52.81818182,97.44914773,91.66666667,142.5,232,75.875,39.4,27.66666667
10481,28.71949579,77.14245849,119.6237374,,216.5,,234,199,,,
10482,28.71549579,77.14245849,121.5808081,,24,,,,,24,
10487,28.69549579,77.14245849,123.5378788,,129,,,,,129,
10489,28.68749579,77.14245849,125.4949495,,124.875,,,139.75,110,,
10490,28.68349579,77.14245849,127.4520202,,84.5,86.5,,94,,73,
10491,28.67949579,77.14245849,129.4090909,67.30136986,94.78691541,117.5833333,147.2142857,142.2666667,76.77777778,38.97356828,38.76923077
10492,28.67549579,77.14245849,150.5,61.86111111,115.0229588,177.7407407,182.4,157.0909091,84.09090909,62.5,44
10493,28.67149579,77.14245849,159.4444444,49,51.45245399,57,55.41717791,48.5,48.25,60.5,41.5
10494,28.66749579,77.14245849,168.3888889,,37.5,66,,,,,9
10495,28.66349579,77.14245849,177.3333333,52.25,121.2013789,114.1818182,164.5,174.6574074,,44.28571429,
10496,28.65949579,77.14245849,200.7678917,60.74439462,112.2484058,112.8616352,227.26,148.7881773,59.90909091,47.42528736,40.23076923
10497,28.65549579,77.14245849,133,40.33333333,83.04375,124.75,138.6,80.33333333,53.33333333,60.5,33.5
10498,28.65149579,77.14245849,122.1666667,65,73.98333333,67.33333333,114.25,112,,,11.33333333
10499,28.64749579,77.14245849,111.3333333,39.52941176,69.666939,70.91666667,138,107,,52,10.55555556
10501,28.63949579,77.14245849,100.5,40.72727273,59.12563131,80,84,82,48,25,12.77777778
10502,28.63549579,77.14245849,118.1785715,47.22222222,58.31349206,74,97.75,109,54.5,14.5,11.22222222
10509,28.60749579,77.14245849,135.8571429,37.125,66.73839286,80,58.5,106,58.25,23.8,34.375
10512,28.59549579,77.14245849,137.6666667,35.125,58.28287982,77.95833333,86.44444444,,23.28571429,40.5,7
10516,28.57949579,77.14245849,24,,41.5,,59,,,,
10517,28.57549579,77.14245849,90.87804878,41.29411765,54.03250352,63.69945355,88.14285714,66.1954023,51.24752475,19.50684932,11.29577465
10527,28.53549579,77.14245849,117.2121212,49.95833333,95.53196321,129.9583333,116.3333333,145.6666667,99.54545455,65.50537634,40.07608696
10528,28.53149579,77.14245849,81.5,52.9375,77.68385416,93,102,121.3333333,87.33333333,47.7,35.66666667
10589,28.76949579,77.14592259,231.375,,274.6875,,318,,,,
10590,28.76549579,77.14592259,213.4823529,,258.7411765,,304,,,,
10591,28.76149579,77.14592259,224.375,,224.375,,,,,,
10592,28.75749579,77.14592259,251.3333333,,251.3333333,,,,,,
10599,28.72949579,77.14592259,119.9375,50,85.70469934,146.5,110.3636364,123.2,73.58333333,39.1,22.953125
10600,28.72549579,77.14592259,116.578125,39,186.6666667,153,368,,,,
10608,28.69349579,77.14592259,113.21875,95,95,,,,,,
10609,28.68949579,77.14592259,109.859375,,145,,,,,145,
10610,28.68549579,77.14592259,106.5,43.69230769,82.80355235,91.42857143,118.3333333,168.7777778,47.125,46.14285714,40.42857143
10611,28.68149579,77.14592259,114.1764706,67.79120879,94.86803618,108.7272727,160.7222222,126.6153846,80.28571429,57.29268293,43.33333333
10613,28.67349579,77.14592259,152.5555556,46.83333333,112.0018579,249,172.5714286,130.1,76,44,24.95454545
10616,28.66149579,77.14592259,86.94117647,36.30088496,68.33365051,70.12851406,126.2164948,80.68421053,54.94179894,49.57055215,41.88557214
10617,28.65749579,77.14592259,107.5,39,65.79884211,61.89473684,125,80.4,62.75,41.096,8.75
10618,28.65349579,77.14592259,108.5625,53.71428571,88.71785714,84.75,148.125,152,,,5
10619,28.64949579,77.14592259,109.625,57.625,98.04375,48.75,127.8,158,,,
10620,28.64549579,77.14592259,110.6875,28,34,,,73,,13,22
10621,28.64149579,77.14592259,111.75,53.625,63.52455357,81.5,96.14285714,68.5,59.75,23,13.92857143
10622,28.63749579,77.14592259,121.1666667,63,79.575,96,,134.5,,,24.8
10623,28.63349579,77.14592259,130.5833333,70.5,38,25.5,,,,,18
10630,28.60549579,77.14592259,140,36.5,75.90238095,81.28571429,149.3333333,103,47,19.6,30.5
10632,28.59749579,77.14592259,107.5555556,39.18181818,56.35883839,67.27083333,86.33333333,66.8,34.0625,38.33333333,11.33333333
10635,28.58549579,77.14592259,105,45.86,69.77708296,72.45783133,95.5106383,81,78.11111111,,10.5
10636,28.58149579,77.14592259,87.05555556,48.19480519,64.54860288,64.43478261,90.52272727,84.85714286,74.52380952,53,13.8
10637,28.57749579,77.14592259,105.9761905,46.28125,65.46056698,69.79411765,98.84210526,76.9375,76.58064516,32,17.27272727
10638,28.57349579,77.14592259,125.1690141,35.6,59.6344885,81.2375,87.85576923,79.11111111,40.19178082,19.73529412,8.175438596
10648,28.53349579,77.14592259,104.6666667,48.11111111,88.77505316,116,103,135.3333333,111.3333333,55.54545455,36.21052632
10649,28.52949579,77.14592259,120.8656716,49.7,96.14857073,134.5,117.76,164.75,86.9,56.32653061,38.38636364
10711,28.75949579,77.14938669,235.2535211,,245.1267606,,255,,,,
10712,28.75549579,77.14938669,240.8571429,,240.8571429,,,,,,
10713,28.75149579,77.14938669,220.0882353,,220.0882353,,,,,,
10714,28.74749579,77.14938669,208.1428571,,208.1428571,,,,,,
10718,28.73149579,77.14938669,145.2727273,60.22222222,93.3188837,99.25,165.7647059,139.7777778,64.06666667,35.83333333,36.36363636
10719,28.72749579,77.14938669,105.3363637,,238,,,238,,,
10729,28.68749579,77.14938669,65.4,58.68,72.41137987,91.71428571,105,118.5,70.08333333,39.0952381,30.81818182
10730,28.68349579,77.14938669,116.7619048,76.01754386,105.984914,141.4,169.8571429,165,85.04347826,62.09090909,31.70833333
10732,28.67549579,77.14938669,120.0952381,,93,,,,93,,
10733,28.67149579,77.14938669,123.4285714,28,82.75148809,151,85.66666667,101,110.25,38,24.66666667
10735,28.66349579,77.14938669,125.0714286,,36,,,,,55,17
10736,28.65949579,77.14938669,126.7142857,54,65.94444445,72.16666667,122.25,106,19,,22.25
10737,28.65549579,77.14938669,128.3571429,58.33333333,73.61904763,52.85714286,109.6666667,,,,
10739,28.64749579,77.14938669,130,31.5,58.14285714,,86.5,76,52,23,8
10740,28.64349579,77.14938669,116.3333333,52.5,68.61904762,117,169.6666667,51,35,31.5,23.66666667
10743,28.63149579,77.14938669,102.6666667,51.5,89.47142858,138.5,64,174.8571429,,,18.5
10750,28.60349579,77.14938669,89,35,59.1,65.8,55,100,45,48,35
10752,28.59549579,77.14938669,100.2857143,32.44444444,52.04708881,72.89655172,76.66666667,57.75,29.66666667,38,8.666666667
10754,28.58749579,77.14938669,78.23333333,50.74576271,62.17492745,68.12903226,77.51351351,86.44444444,68.83333333,50,17.5
10757,28.57549579,77.14938669,87.11111111,42.69736842,57.09901065,73.04098361,92.21538462,69.94915254,58.84324324,21.52307692,11.41176471
10768,28.53149579,77.14938669,122.6986301,,120.5496575,118,118.5,,123,,
10769,28.52749579,77.14938669,88.97695853,49.92957746,78.28127313,112,91.0625,107.875,72.27272727,60.3627451,43.77067669
10833,28.75349579,77.1528508,249.9166667,,249.9166667,,,,,,
10834,28.74949579,77.1528508,212,,212,,,,,,
10835,28.74549579,77.1528508,225.6363636,,225.6363636,,,,,,
10836,28.74149579,77.1528508,220.2692308,,141.3012821,,,,,62.33333333,
10837,28.73749579,77.1528508,175.5714286,,175.5714286,,,,,,
10838,28.73349579,77.1528508,144.4285714,55.83333333,101.7321429,83.42857143,199,172.1666667,68.5,62.5,28
10847,28.69749579,77.1528508,116.7142857,47,47,,,,,,
10848,28.69349579,77.1528508,89,59.23684211,84.75336272,105.5,152.8571429,110.4,76.63157895,41.92307692,42.47826087
10849,28.68949579,77.1528508,156.8666667,53.23809524,89.99508929,111.125,137.2,133.7142857,56.33333333,39.73333333,31.75
10850,28.68549579,77.1528508,129.2,62.10714286,96.41365652,103.7272727,170.7777778,126.75,92.1,51,35.64705882
10853,28.67349579,77.1528508,157.9,47.42857143,114.2268353,233.6666667,156.5,132.4444444,114.5,47.5,23.875
10856,28.66149579,77.1528508,102,91.18181818,95.67288913,89.18181818,317.9069767,87.8,29,16.5,31.8125
10859,28.64949579,77.1528508,143,46.08333333,72.32604167,84.875,114.25,75,66,44,5.4
10864,28.62949579,77.1528508,149.75,62.5,78.45,82,,149.5,,,19.8
10865,28.62549579,77.1528508,156.5,62,94.375,118.5,,178.5,,,18.5
10870,28.60549579,77.1528508,163.25,37.6,113.7625,169.3333333,198,255,47,20.25,19.66666667
10872,28.59749579,77.1528508,150,,80.5,124,,,,37,
10873,28.59349579,77.1528508,123.5,45.75,69.17176871,82.66666667,73,102,48.28571429,,9
10874,28.58949579,77.1528508,128.8269231,47.14583333,80.9146844,67.67164179,118.8846154,134.25,97.53846154,39.66666667,13.33333333
10878,28.57349579,77.1528508,88.45454545,40.77777778,56.3899123,72.63333333,91.39655172,77.65384615,42.80701754,26.39622642,11
10888,28.53349579,77.1528508,162,,162,,,,,,
10889,28.52949579,77.1528508,132,54,54,,,,,,
10890,28.52549579,77.1528508,103.4,51.22222222,94.69743647,153.2857143,118.4285714,117.25,99.84210526,66.73529412,47.41558442
10952,28.75549579,77.1563149,224.2142857,,224.2142857,,,,,,
10956,28.73949579,77.1563149,198.2091837,,163,,163,,,,
10957,28.73549579,77.1563149,172.2040816,56.77777778,93.66135676,109.7333333,136.7831858,130.0714286,65.23076923,45.3125,33.17777778
10958,28.73149579,77.1563149,204.5135135,57,97.73407336,95,82,157,80.625,,8
10966,28.69949579,77.1563149,49.8,60.26315789,67.75851508,88.23076923,103.4,100.5,66,33.27419355,40.6
10967,28.69549579,77.1563149,99.90909091,56.86111111,78.97297989,103.1176471,93,127.5,72.57142857,49.15789474,29.66666667
10973,28.67149579,77.1563149,127.6190476,46.14285714,96.29739583,188,115.4285714,113.4761905,87.75,35,56.9625
10975,28.66349579,77.1563149,96,110,81.73873987,98,166.1578947,94.92307692,24,47.25,17.57894737
10978,28.65149579,77.1563149,163.25,68.84615385,86.83948008,177.4444444,139.8,47.5,57.07692308,29.94117647,10.85714286
10985,28.62349579,77.1563149,123.325,61,70.75,56.5,,146,,,19.5
10990,28.60349579,77.1563149,83.4,33.25,47.41666667,59,61,,37.2,25.4,32.66666667
10992,28.59549579,77.1563149,104,33.42857143,53.7546131,85.375,95.4,42.5,19.33333333,41,9
10993,28.59149579,77.1563149,124.3870968,49.47368421,74.06136937,74.36923077,90.46153846,118.4285714,74.9375,42.5,17.93333333
10997,28.57549579,77.1563149,87.50909091,39.27777778,53.00463777,67.35135135,68.96650718,77.25423729,45.5,25.23076923,12.94736842
11010,28.52349579,77.1563149,91.5,48.24444444,73.34788806,87.15,89.30769231,81.5,76.125,66.87096774,46.085
11073,28.75349579,77.159779,226.3,,226.3,,,,,,
11077,28.73749579,77.159779,150.6153846,103,90.05987762,76.33333333,155.75,79.36363636,78.66666667,43.375,33.375
11078,28.73349579,77.159779,139,96,88.125,,,,84.5,,33
11079,28.72949579,77.159779,196.3666667,72.5,103.0571429,94,,157.5,85.83333333,,12.14285714
11086,28.70149579,77.159779,112.7777778,52.71428571,85.34642857,120.047619,136.2,104,75.14285714,38.38888889,43.5
11094,28.66949579,77.159779,135.25,31,93.18325057,164,129.75,141.4285714,82.76470588,37,24.27272727
11095,28.66549579,77.159779,109,58.83333333,92.04021221,149.8,173.6521739,122.8333333,38.5,36.14285714,47.56
11099,28.64949579,77.159779,281,59.4,107.7763889,206.9,134.1111111,89,69.8,10,12
11105,28.62549579,77.159779,224.0666667,,60.41666667,18,66,144,,,13.66666667
11106,28.62149579,77.159779,167.1333333,45.5,87.68333334,128,92.5,161.6666667,,,10.75
11111,28.60149579,77.159779,110.2,34.75,67.59421769,77.4,133.6666667,,71,23,23.14285714
11113,28.59349579,77.159779,106.5263158,44.09756098,69.54771629,71.75757576,95.22727273,101.9677419,74.10526316,40.5,22.2
11114,28.58949579,77.159779,134.6,63.76923077,94.32992117,87.56521739,97,170,80.375,,27
11117,28.57749579,77.159779,197.6888889,43.9047619,73.31992081,79.03571429,113.9047619,78.6,41.87878788,18.24,13.30645161
11118,28.57349579,77.159779,81.27631579,40.77868852,54.75750031,70.71098266,95.66225166,77,42.99145299,19.19402985,10.44628099
11131,28.52149579,77.159779,117,60.6,90.72717056,90.8,110.375,92.5,137.4285714,70.7,46.4137931
11132,28.51749579,77.159779,95.0952381,54.88135593,82.9801077,112.1176471,105.7045455,100.8421053,105.1176471,47.81954887,42.26277372
11192,28.75549579,77.1632431,214.923913,,214.923913,,,,,,
11196,28.73949579,77.1632431,109,,64.1,,,71.5,58.25,33.25,48.5
11199,28.72749579,77.1632431,202.3518519,97.66666667,130.849418,117.3636364,,163.4363636,73.42857143,,
11200,28.72349579,77.1632431,218.4782609,,218.4782609,,,,,,
11205,28.70349579,77.1632431,166,55.4,91.69444444,121.1,104,127.3333333,45.83333333,62.88888889,51
11206,28.69949579,77.1632431,64,58.35,81.16284271,101.5454545,165,,102.8,57.44444444,19
11213,28.67149579,77.1632431,136.8333333,31,76.3622449,,116.2857143,125.5555556,69.75,30,25.11111111
11214,28.66749579,77.1632431,95,62.16666667,74.94699097,83.39130435,116.8571429,98.01923077,58.69230769,41.5,43.94927536
11215,28.66349579,77.1632431,124,,54,,,,,,54
11218,28.65149579,77.1632431,153,,38,,,,67,,9
11219,28.64749579,77.1632431,182,56.6,108.5714286,164,137.3333333,121,90.66666667,,8.4
11224,28.62749579,77.1632431,156.1428571,46.5,56.7,20,79.5,126,,,11.5
11225,28.62349579,77.1632431,130.2857143,,219,,,219,,,
11231,28.59949579,77.1632431,104.4285714,32,59.77281746,59.77777778,99,99.5,29,32.14285714,22.33333333
11232,28.59549579,77.1632431,85.5,37.72222222,53.95972222,54.88888889,46,70.5,51,49.66666667,36.4
11233,28.59149579,77.1632431,109.875,36.7755102,64.48264728,72.42319749,98.85869565,73,66.35185185,37,21.57692308
11238,28.57149579,77.1632431,78.31081081,36.9,53.15270573,71.30769231,76.83870968,70.25641026,42.08139535,18.6125,30.91412742
11239,28.56749579,77.1632431,85.73913043,38,60.31227316,84.69642857,92.31818182,68.77777778,75.5,20.33333333,17.13333333
11252,28.51549579,77.1632431,103.3571429,51.23076923,89.74629873,68.08163265,120.6455696,130.5,135.5063291,66.2183908,42.43055556
